,Account,Opportunity_ID,Sales_Agent,SalesAgentEmailID,ContactEmailID,Deal_Stage,Product,Close_Value,Created Date,Close Date,DateDiff,Ordered_Product,Ordered_Agent
4120,Rundofase,WDG0B1IR,Gladys Colclough,gladys@piedpiper.com,crista@rundofase.com,0,MG Special,5169,2017-06-23,2018-11-10,505,6,3
4121,The New York Inquirer,3P0T15VX,Rosie Papadopoulos,rosie@piedpiper.com,hai@thenewyorkinquirer.com,0,MG Special,500,2017-06-23,2019-12-11,901,6,17
4122,Betatech,8LPO6YCO,Marty Freudenburg,marty@piedpiper.com,genie@betatech.com,1,MG Advanced,3542,2017-06-23,2019-11-10,870,1,11
4123,Zotware,I18DIO6O,Corliss Cosme,corliss@piedpiper.com,shella@zotware.com,1,GTX Plus Pro,5780,2017-06-23,2018-09-14,448,5,21
4124,Konex,DJF1XMC4,Boris Faz,boris@piedpiper.com,delila@konex.com,1,GTX Basic,584,2017-06-23,2018-01-10,201,4,23
4125,Condax,OJ92D9QU,Elease Gluck,elease@piedpiper.com,golda@condax.com,0,MG Special,5169,2017-06-23,2019-01-09,565,6,14
4126,Singletechno,FNQYVW3T,Hayden Neloms,hayden@piedpiper.com,tambra@singletechno.com,1,GTX Plus Pro,4627,2017-06-23,2017-08-24,62,5,29
4129,Initech,56AN1DXW,Garret Kinder,garret@piedpiper.com,alejandro@initech.com,0,GTX Basic,537,2017-06-23,2018-02-19,241,4,6
4130,Blackzim,KBG5R0WH,Vicki Laflamme,vicki@piedpiper.com,riley@blackzim.com,0,GTX Plus Pro,4631,2017-06-23,2019-06-30,737,5,15
4131,Funholding,6TBAKLMX,Niesha Huffines,niesha@piedpiper.com,ying@funholding.com,1,GTX Plus Basic,1157,2017-06-23,2019-06-22,729,2,4
4133,Y-corporation,RKTTVMMP,Maureen Marcano,maureen@piedpiper.com,rosanne@y-corporation.com,1,GTX Plus Basic,1121,2017-06-23,2019-01-12,568,2,28
4135,Y-corporation,576N6HHJ,Vicki Laflamme,vicki@piedpiper.com,rosanne@y-corporation.com,1,GTXPro,5227,2017-06-23,2019-06-27,734,3,15
4136,Warephase,8ARRIREI,Darcel Schlecht,darcel@piedpiper.com,elisa@warephase.com,1,GTX Plus Pro,5669,2017-06-23,2017-07-23,30,5,12
4137,Faxquote,018KKT5I,Rosalina Dieter,rosalina@piedpiper.com,gaylord@faxquote.com,0,GTX Basic,589,2017-06-23,2019-12-01,891,4,20
4139,Stanredtax,R5ILWVDD,Anna Snelling,anna@piedpiper.com,candice@stanredtax.com,1,MG Special,57,2017-06-23,2018-10-10,474,6,8
4140,Finhigh,G6MUC5R6,Versie Hillebrand,versie@piedpiper.com,mellie@finhigh.com,0,GTX Plus Pro,1026,2017-06-23,2018-04-27,308,5,25
4141,Plussunin,1FMCUSFS,Boris Faz,boris@piedpiper.com,terry@plussunin.com,1,GTX Plus Pro,5737,2017-06-23,2017-06-25,2,5,23
4142,Plusstrip,HEMKK91Z,Elease Gluck,elease@piedpiper.com,deanne@plusstrip.com,1,MG Advanced,3538,2017-06-23,2018-01-08,199,1,14
4143,Dontechi,TTY0X4TG,Darcel Schlecht,darcel@piedpiper.com,kristle@dontechi.com,1,GTXPro,5127,2017-06-24,2018-08-15,417,3,12
4145,Plussunin,V28NVD6A,Garret Kinder,garret@piedpiper.com,terry@plussunin.com,1,GTX Basic,629,2017-06-24,2019-06-15,721,4,6
4146,Silis,5QSU8PQU,Donn Cantrell,donn@piedpiper.com,zulema@silis.com,1,GTXPro,4648,2017-06-24,2018-06-25,366,3,2
4147,Codehow,AMKR98V4,Versie Hillebrand,versie@piedpiper.com,justine@codehow.com,0,GTX Plus Pro,1026,2017-06-24,2019-08-17,784,5,25
4149,Newex,ZZCKQ2JV,Vicki Laflamme,vicki@piedpiper.com,pedro@newex.com,1,GTXPro,4856,2017-06-24,2018-12-30,554,3,15
4150,Toughzap,BNIU5YZ2,Marty Freudenburg,marty@piedpiper.com,sherman@toughzap.com,1,GTX Plus Basic,1006,2017-06-24,2019-11-16,875,2,11
4152,Konex,96MOALT0,Kary Hendrixson,kary@piedpiper.com,delila@konex.com,1,GTX Basic,573,2017-06-24,2017-11-11,140,4,9
4153,Cancity,VAV3N62C,Darcel Schlecht,darcel@piedpiper.com,faviola@cancity.com,1,GTXPro,4375,2017-06-24,2018-03-22,271,3,12
4155,dambase,9E7VMZ1J,Jonathan Berthelot,jonathan@piedpiper.com,darwin@dambase.com,0,GTX Basic,590,2017-06-24,2019-05-06,681,4,18
4156,Scotfind,3F2EMUQ7,Kary Hendrixson,kary@piedpiper.com,gordon@scotfind.com,0,GTX Plus Basic,53,2017-06-24,2017-10-31,129,2,9
4157,Bubba Gump,M1ZZYSTB,Donn Cantrell,donn@piedpiper.com,margarito@bubbagump.com,1,GTXPro,4763,2017-06-24,2017-09-20,88,3,2
4158,Goodsilron,8PEB9FHX,James Ascencio,james@piedpiper.com,claribel@goodsilron.com,1,MG Special,54,2017-06-24,2017-10-15,113,6,22
4159,Fasehatice,4TD018BE,Kary Hendrixson,kary@piedpiper.com,hsiu@fasehatice.com,1,GTXPro,5344,2017-06-24,2018-03-08,257,3,9
4160,Domzoom,63S5SNBC,Anna Snelling,anna@piedpiper.com,tanja@domzoom.com,1,GTX Plus Basic,1103,2017-06-24,2017-11-20,149,2,8
4161,Codehow,6X24V0NC,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,0,GTXPro,4667,2017-06-24,2019-11-15,874,3,12
4162,Umbrella Corporation,V1458D23,Corliss Cosme,corliss@piedpiper.com,orpha@umbrellacorporation.com,1,GTX Plus Basic,1138,2017-06-24,2017-09-15,83,2,21
4167,Inity,SFCT64YG,Niesha Huffines,niesha@piedpiper.com,palmira@inity.com,1,GTX Basic,545,2017-06-25,2018-11-04,497,4,4
4168,Sonron,C3QK8M7F,Markita Hansen,markita@piedpiper.com,ashlie@sonron.com,1,GTX Plus Pro,4423,2017-06-25,2018-01-06,195,5,1
4169,Ron-tech,8C3LOLPY,Moses Frase,moses@piedpiper.com,kelly@ron-tech.com,0,GTX Plus Basic,4514,2017-06-25,2018-02-18,238,2,24
4170,Gekko & Co,L9IXFTIL,Boris Faz,boris@piedpiper.com,krystle@gekko&co.com,1,GTXPro,5301,2017-06-25,2018-11-12,505,3,23
4171,Konex,1KVGSF08,Corliss Cosme,corliss@piedpiper.com,delila@konex.com,1,GTX Plus Pro,4989,2017-06-25,2019-08-21,787,5,21
4172,Cheers,GAE0E4RI,Vicki Laflamme,vicki@piedpiper.com,robbie@cheers.com,0,MG Advanced,537,2017-06-25,2018-09-25,457,1,15
4175,Mathtouch,6H1MBBVR,Reed Clapper,reed@piedpiper.com,loise@mathtouch.com,1,GTXPro,4545,2017-06-25,2018-04-12,291,3,19
4176,Green-Plus,PJ21R88K,Markita Hansen,markita@piedpiper.com,lavone@green-plus.com,1,MG Special,63,2017-06-25,2019-03-23,636,6,1
4177,Isdom,0L3VYSKY,Niesha Huffines,niesha@piedpiper.com,corrinne@isdom.com,0,GTX Basic,588,2017-06-25,2017-12-31,189,4,4
4178,Scotfind,XMRZQ8PR,Zane Levy,zane@piedpiper.com,gordon@scotfind.com,1,GTXPro,4050,2017-06-25,2019-03-02,615,3,7
4179,dambase,4PLSG7A3,Versie Hillebrand,versie@piedpiper.com,darwin@dambase.com,1,MG Special,61,2017-06-25,2019-06-14,719,6,25
4180,Xx-zobam,7I2O2ZCR,Corliss Cosme,corliss@piedpiper.com,vanessa@xx-zobam.com,0,GTX Plus Basic,590,2017-06-25,2018-08-21,422,2,21
4181,Condax,V4YBVSJ4,Jonathan Berthelot,jonathan@piedpiper.com,golda@condax.com,0,GTX Plus Basic,590,2017-06-25,2019-09-21,818,2,18
4182,Acme Corporation,QSCVBJNJ,Wilburn Farren,wilburn@piedpiper.com,cuc@acmecorporation.com,0,GTXPro,4631,2017-06-25,2018-06-15,355,3,27
4183,Massive Dynamic,0ONK3WET,Cassey Cress,cassey@piedpiper.com,gertrude@massivedynamic.com,1,GTXPro,4243,2017-06-25,2017-10-25,122,3,10
4184,Sumace,QJZVB9ZG,Wilburn Farren,wilburn@piedpiper.com,ursula@sumace.com,0,GTXPro,500,2017-06-25,2019-02-06,591,3,27
4185,Singletechno,AZH0INTS,Elease Gluck,elease@piedpiper.com,tambra@singletechno.com,1,GTXPro,4987,2017-06-26,2019-04-22,665,3,14
4186,Bluth Company,2WH4NUR9,Cassey Cress,cassey@piedpiper.com,antionette@bluthcompany.com,0,GTX Basic,517,2017-06-26,2018-11-26,518,4,10
4188,Lexiqvolax,OUIK8VX3,Elease Gluck,elease@piedpiper.com,darryl@lexiqvolax.com,1,GTK 500,23746,2017-06-26,2019-06-01,705,0,14
4189,Gogozoom,QUGPSHY8,Jonathan Berthelot,jonathan@piedpiper.com,salina@gogozoom.com,1,MG Special,56,2017-06-26,2017-08-08,43,6,18
4190,Kan-code,N00L26DN,Kary Hendrixson,kary@piedpiper.com,kenton@kan-code.com,0,GTXPro,4631,2017-06-26,2018-01-22,210,3,9
4191,Zoomit,4BPA17HF,Maureen Marcano,maureen@piedpiper.com,laveta@zoomit.com,1,GTX Basic,628,2017-06-26,2019-12-14,901,4,28
4192,Konex,T7HHH8HK,Garret Kinder,garret@piedpiper.com,delila@konex.com,1,GTX Basic,476,2017-06-26,2017-12-05,162,4,6
4193,Hottechi,LFPY1Z14,Zane Levy,zane@piedpiper.com,juliette@hottechi.com,0,GTXPro,588,2017-06-26,2017-10-18,114,3,7
4194,Doncon,7UL8T1BZ,Markita Hansen,markita@piedpiper.com,jackie@doncon.com,0,MG Special,4631,2017-06-26,2019-06-02,706,6,1
4196,Y-corporation,L0SOZL9A,Kary Hendrixson,kary@piedpiper.com,rosanne@y-corporation.com,0,MG Advanced,4631,2017-06-26,2019-07-12,746,1,9
4197,Silis,SQWCQRGY,Reed Clapper,reed@piedpiper.com,zulema@silis.com,0,GTXPro,4667,2017-06-26,2018-03-17,264,3,19
4200,Fasehatice,WSKZBAYI,Kary Hendrixson,kary@piedpiper.com,hsiu@fasehatice.com,1,GTX Plus Basic,1171,2017-06-26,2017-06-29,3,2,9
4201,Finhigh,D00FIU21,Moses Frase,moses@piedpiper.com,mellie@finhigh.com,1,GTX Basic,457,2017-06-26,2017-11-13,140,4,24
4202,Plussunin,MHF6GSB6,Reed Clapper,reed@piedpiper.com,terry@plussunin.com,1,MG Advanced,3612,2017-06-26,2019-03-01,613,1,19
4203,Mathtouch,0B09WODM,Boris Faz,boris@piedpiper.com,loise@mathtouch.com,0,GTX Plus Basic,3393,2017-06-26,2018-02-02,221,2,23
4204,Zotware,EJSFO67U,Donn Cantrell,donn@piedpiper.com,shella@zotware.com,1,GTXPro,4375,2017-06-27,2019-05-12,684,3,2
4206,Konex,NPB8ZLEO,Vicki Laflamme,vicki@piedpiper.com,delila@konex.com,0,MG Advanced,487,2017-06-27,2018-12-18,539,1,15
4207,Rundofase,6MMFIIGE,Lajuana Vencill,lajuana@piedpiper.com,crista@rundofase.com,1,GTX Basic,524,2017-06-27,2017-11-26,152,4,0
4208,Conecom,G0QKNVIJ,Anna Snelling,anna@piedpiper.com,ivory@conecom.com,1,MG Special,51,2017-06-27,2018-10-28,488,6,8
4210,Treequote,MMGWAWBA,Marty Freudenburg,marty@piedpiper.com,benny@treequote.com,1,GTX Plus Pro,6553,2017-06-27,2019-05-08,680,5,11
4211,Mathtouch,B85LVFR1,Reed Clapper,reed@piedpiper.com,loise@mathtouch.com,1,GTXPro,5363,2017-06-27,2018-07-17,385,3,19
4212,Cheers,2ZXKC707,Vicki Laflamme,vicki@piedpiper.com,robbie@cheers.com,0,MG Advanced,4514,2017-06-27,2018-08-14,413,1,15
4213,Zencorporation,9CGD5QSZ,Corliss Cosme,corliss@piedpiper.com,rosalyn@zencorporation.com,0,GTX Basic,601,2017-06-27,2017-11-27,153,4,21
4214,Xx-zobam,4T9CQH5J,Reed Clapper,reed@piedpiper.com,vanessa@xx-zobam.com,0,GTX Plus Pro,601,2017-06-27,2018-06-14,352,5,19
4215,Acme Corporation,UW6FSSDK,Violet Mclelland,violet@piedpiper.com,cuc@acmecorporation.com,0,MG Special,300,2017-06-27,2019-07-10,743,6,13
4216,Faxquote,DMUQAWQH,Maureen Marcano,maureen@piedpiper.com,gaylord@faxquote.com,1,GTX Plus Basic,1030,2017-06-27,2018-11-07,498,2,28
4217,Konex,9WISPXZW,Reed Clapper,reed@piedpiper.com,delila@konex.com,1,GTX Basic,562,2017-06-27,2018-06-08,346,4,19
4218,Funholding,VCD47XNB,Jonathan Berthelot,jonathan@piedpiper.com,ying@funholding.com,1,GTX Plus Basic,1033,2017-06-27,2018-06-29,367,2,18
4219,Kan-code,E88W1Z0H,Zane Levy,zane@piedpiper.com,kenton@kan-code.com,0,GTX Basic,500,2017-06-27,2018-04-25,302,4,7
4221,Rangreen,URRBXP0V,Lajuana Vencill,lajuana@piedpiper.com,darrel@rangreen.com,1,MG Advanced,3362,2017-06-27,2019-11-18,874,1,0
4222,Initech,ME0LMBYL,Reed Clapper,reed@piedpiper.com,alejandro@initech.com,0,GTX Plus Basic,588,2017-06-27,2018-04-26,303,2,19
4224,Initech,UDXS7H12,Reed Clapper,reed@piedpiper.com,alejandro@initech.com,1,GTX Plus Pro,4500,2017-06-27,2019-08-07,771,5,19
4225,Green-Plus,IWS4PKPP,Vicki Laflamme,vicki@piedpiper.com,lavone@green-plus.com,1,GTX Basic,535,2017-06-27,2019-08-11,775,4,15
4227,Singletechno,1GVU0QTO,Hayden Neloms,hayden@piedpiper.com,tambra@singletechno.com,1,MG Advanced,3696,2017-06-27,2018-09-30,460,1,29
4228,Globex Corporation,FRSYEHJE,Lajuana Vencill,lajuana@piedpiper.com,yolando@globexcorporation.com,0,MG Advanced,588,2017-06-27,2019-06-15,718,1,0
4229,J-Texon,ST4H8MB7,Vicki Laflamme,vicki@piedpiper.com,winston@j-texon.com,0,GTXPro,5169,2017-06-27,2018-07-17,385,3,15
4230,Faxquote,DP7QR35U,Elease Gluck,elease@piedpiper.com,gaylord@faxquote.com,0,GTX Plus Basic,4694,2017-06-27,2017-09-14,79,2,14
4231,Statholdings,FHLNW3WH,Versie Hillebrand,versie@piedpiper.com,verna@statholdings.com,1,MG Advanced,3378,2017-06-28,2019-01-20,571,1,25
4232,Green-Plus,9ZDFLOKA,Maureen Marcano,maureen@piedpiper.com,lavone@green-plus.com,1,MG Special,48,2017-06-28,2018-10-10,469,6,28
4233,Dontechi,JFB4WY8C,Jonathan Berthelot,jonathan@piedpiper.com,kristle@dontechi.com,1,GTX Basic,565,2017-06-28,2019-05-23,694,4,18
4234,Opentech,922DHXBA,Violet Mclelland,violet@piedpiper.com,paola@opentech.com,0,MG Special,3284,2017-06-28,2019-05-11,682,6,13
4236,Hottechi,8GYJOE85,Kami Bicknell,kami@piedpiper.com,juliette@hottechi.com,0,GTX Basic,588,2017-06-28,2019-12-14,899,4,16
4237,Scotfind,FUHP1IXR,Rosalina Dieter,rosalina@piedpiper.com,gordon@scotfind.com,1,MG Advanced,3752,2017-06-28,2017-11-26,151,1,20
4238,Dalttechnology,I8OUZNDS,Elease Gluck,elease@piedpiper.com,nelia@dalttechnology.com,0,GTX Plus Pro,537,2017-06-28,2017-10-21,115,5,14
4241,Konmatfix,F9V6EWDG,Lajuana Vencill,lajuana@piedpiper.com,ivana@konmatfix.com,0,GTX Basic,4514,2017-06-28,2019-09-08,802,4,0
4243,Donquadtech,Q3TDGMAR,Violet Mclelland,violet@piedpiper.com,malissa@donquadtech.com,1,MG Special,48,2017-06-28,2018-08-07,405,6,13
4245,Donware,VSNI41WQ,Daniell Hammack,daniell@piedpiper.com,eleonore@donware.com,0,GTX Plus Pro,588,2017-06-28,2018-01-23,209,5,5
4246,Ganjaflex,RZB6Q4FX,Donn Cantrell,donn@piedpiper.com,somer@ganjaflex.com,1,GTX Plus Basic,892,2017-06-28,2018-04-08,284,2,2
4248,Isdom,CXE6ORIJ,Marty Freudenburg,marty@piedpiper.com,corrinne@isdom.com,1,MG Advanced,2763,2017-06-28,2018-05-06,312,1,11
4249,Dalttechnology,ME7IZ1WY,Kary Hendrixson,kary@piedpiper.com,nelia@dalttechnology.com,1,MG Special,48,2017-06-28,2019-05-02,673,6,9
4250,Inity,SCN3BY47,Versie Hillebrand,versie@piedpiper.com,palmira@inity.com,1,MG Special,53,2017-06-28,2017-12-19,174,6,25
4251,Yearin,RXV4UXRE,Violet Mclelland,violet@piedpiper.com,vella@yearin.com,1,MG Special,56,2017-06-29,2019-07-02,733,6,13
4252,Goodsilron,K8VSDOP8,Maureen Marcano,maureen@piedpiper.com,claribel@goodsilron.com,1,GTX Plus Pro,4667,2017-06-29,2019-02-25,606,5,28
4253,Isdom,08APB75Q,Lajuana Vencill,lajuana@piedpiper.com,corrinne@isdom.com,1,GTX Basic,501,2017-06-29,2018-09-17,445,4,0
4254,Bioplex,JEPGSQC9,Violet Mclelland,violet@piedpiper.com,cassy@bioplex.com,0,GTX Plus Pro,589,2017-06-29,2017-08-19,51,5,13
4255,Rantouch,MMVHAEI3,Zane Levy,zane@piedpiper.com,maren@rantouch.com,0,MG Advanced,903,2017-06-29,2019-01-13,563,1,7
4256,Scottech,XW9U35NQ,Anna Snelling,anna@piedpiper.com,edison@scottech.com,0,GTX Plus Basic,4631,2017-06-29,2018-07-05,371,2,8
4258,Lexiqvolax,9KTHISLX,James Ascencio,james@piedpiper.com,darryl@lexiqvolax.com,0,MG Advanced,493,2017-06-29,2019-08-15,777,1,22
4259,Xx-zobam,18LZY55R,Violet Mclelland,violet@piedpiper.com,vanessa@xx-zobam.com,1,MG Special,60,2017-06-29,2018-01-03,188,6,13
4260,Globex Corporation,TXPUCPT8,Cecily Lampkin,cecily@piedpiper.com,yolando@globexcorporation.com,1,MG Advanced,3684,2017-06-29,2018-12-30,549,1,26
4261,Sonron,50AWO49B,Markita Hansen,markita@piedpiper.com,ashlie@sonron.com,1,GTX Basic,456,2017-06-29,2019-03-24,633,4,1
4263,Finhigh,5H27L6YI,Marty Freudenburg,marty@piedpiper.com,mellie@finhigh.com,0,GTX Plus Basic,493,2017-06-29,2019-11-07,861,2,11
4264,Y-corporation,NRYC7T45,Zane Levy,zane@piedpiper.com,rosanne@y-corporation.com,1,GTX Basic,618,2017-06-30,2019-12-06,889,4,7
4265,Finhigh,57689GK9,Cecily Lampkin,cecily@piedpiper.com,mellie@finhigh.com,1,MG Advanced,3587,2017-06-30,2019-11-07,860,1,26
4266,Treequote,7Z5AVSH6,Darcel Schlecht,darcel@piedpiper.com,benny@treequote.com,1,GTXPro,4969,2017-06-30,2019-06-14,714,3,12
4267,Cheers,SGV1FR3O,Kami Bicknell,kami@piedpiper.com,robbie@cheers.com,1,GTX Basic,568,2017-06-30,2019-10-20,842,4,16
4268,Konex,IFIIB8Y6,Kami Bicknell,kami@piedpiper.com,delila@konex.com,0,GTX Basic,1000,2017-06-30,2019-09-10,802,4,16
4270,Bioholding,L58MN75X,Jonathan Berthelot,jonathan@piedpiper.com,bryan@bioholding.com,1,GTXPro,5220,2017-06-30,2018-03-26,269,3,18
4271,Warephase,DYUWF61W,Moses Frase,moses@piedpiper.com,elisa@warephase.com,0,GTX Plus Pro,4631,2017-06-30,2019-06-25,725,5,24
4272,Green-Plus,FR8FT0ZX,Markita Hansen,markita@piedpiper.com,lavone@green-plus.com,1,GTX Plus Pro,4916,2017-06-30,2019-10-04,826,5,1
4273,Hatfan,RABLXW5E,Kami Bicknell,kami@piedpiper.com,tyron@hatfan.com,1,MG Special,56,2017-06-30,2018-03-16,259,6,16
4274,Blackzim,KUAZF4E7,Markita Hansen,markita@piedpiper.com,riley@blackzim.com,0,GTX Plus Basic,53,2017-06-30,2017-11-19,142,2,1
4276,Konex,R6F1053X,Donn Cantrell,donn@piedpiper.com,delila@konex.com,1,GTXPro,5186,2017-06-30,2019-05-15,684,3,2
4277,Scotfind,OBFCOV33,Markita Hansen,markita@piedpiper.com,gordon@scotfind.com,1,MG Advanced,4139,2017-06-30,2018-02-20,235,1,1
4278,Donquadtech,RUN3Z87A,Donn Cantrell,donn@piedpiper.com,malissa@donquadtech.com,0,GTX Plus Basic,2000,2017-06-30,2018-04-24,298,2,2
4279,Zoomit,BB46B5C7,Hayden Neloms,hayden@piedpiper.com,laveta@zoomit.com,0,GTX Plus Basic,590,2017-06-30,2019-08-09,770,2,29
4280,Conecom,H6SE0L31,Gladys Colclough,gladys@piedpiper.com,ivory@conecom.com,1,GTXPro,4805,2017-06-30,2018-05-17,321,3,3
4281,Conecom,CMXOTVL7,Jonathan Berthelot,jonathan@piedpiper.com,ivory@conecom.com,1,GTXPro,3485,2017-06-30,2018-09-18,445,3,18
4282,Groovestreet,C0H6SU2X,Hayden Neloms,hayden@piedpiper.com,natisha@groovestreet.com,1,GTX Plus Basic,954,2017-06-30,2018-06-24,359,2,29
4283,Donware,5B9EIYPP,Donn Cantrell,donn@piedpiper.com,eleonore@donware.com,0,GTXPro,492,2017-06-30,2017-10-26,118,3,2
4284,Inity,RDC531P5,Darcel Schlecht,darcel@piedpiper.com,palmira@inity.com,1,GTXPro,3578,2017-06-30,2019-10-06,828,3,12
4285,Funholding,Q5CABPMO,Gladys Colclough,gladys@piedpiper.com,ying@funholding.com,1,MG Special,44,2017-07-01,2018-04-15,288,6,3
4286,Funholding,D1UDLFVY,Cecily Lampkin,cecily@piedpiper.com,ying@funholding.com,0,GTX Basic,50,2017-07-01,2019-12-28,910,4,26
4287,Bubba Gump,R034IT17,Rosie Papadopoulos,rosie@piedpiper.com,margarito@bubbagump.com,1,MG Special,54,2017-07-01,2017-08-27,57,6,17
4289,Ganjaflex,Z6FPHRV7,Corliss Cosme,corliss@piedpiper.com,somer@ganjaflex.com,1,GTX Basic,550,2017-07-01,2018-12-27,544,4,21
4290,Singletechno,NFKUICVA,Kami Bicknell,kami@piedpiper.com,tambra@singletechno.com,1,GTX Basic,518,2017-07-01,2018-12-17,534,4,16
4292,Dontechi,XXXM7BMA,Marty Freudenburg,marty@piedpiper.com,kristle@dontechi.com,1,MG Advanced,3703,2017-07-01,2018-02-23,237,1,11
4293,Cancity,VTVYSUZG,Moses Frase,moses@piedpiper.com,faviola@cancity.com,1,MG Advanced,3627,2017-07-01,2018-07-27,391,1,24
4294,Golddex,F5OETS8V,Vicki Laflamme,vicki@piedpiper.com,kelli@golddex.com,1,GTX Basic,544,2017-07-01,2019-01-02,550,4,15
4295,Sunnamplex,X9MTGVJZ,Kami Bicknell,kami@piedpiper.com,maxie@sunnamplex.com,0,GTX Plus Pro,3393,2017-07-01,2019-05-04,672,5,16
4298,Rundofase,1MCE2AOV,Darcel Schlecht,darcel@piedpiper.com,crista@rundofase.com,1,GTXPro,4407,2017-07-02,2018-03-09,250,3,12
4300,Isdom,VBG91TQH,Marty Freudenburg,marty@piedpiper.com,corrinne@isdom.com,1,GTX Basic,545,2017-07-02,2017-09-06,66,4,11
4301,Bioholding,ITIQJARB,Gladys Colclough,gladys@piedpiper.com,bryan@bioholding.com,1,GTX Plus Pro,4887,2017-07-02,2019-01-01,548,5,3
4303,Goodsilron,C334XDK8,Hayden Neloms,hayden@piedpiper.com,claribel@goodsilron.com,1,MG Special,58,2017-07-02,2019-04-06,643,6,29
4304,Fasehatice,J60KKQ4B,Elease Gluck,elease@piedpiper.com,hsiu@fasehatice.com,1,GTX Plus Basic,976,2017-07-02,2018-07-29,392,2,14
4305,Bioholding,JQ8V4I1K,Versie Hillebrand,versie@piedpiper.com,bryan@bioholding.com,1,MG Special,56,2017-07-02,2018-04-03,275,6,25
4306,Blackzim,C0SNGBJU,Vicki Laflamme,vicki@piedpiper.com,riley@blackzim.com,0,MG Advanced,2000,2017-07-02,2017-12-03,154,1,15
4307,Dontechi,G17H7YXA,Cecily Lampkin,cecily@piedpiper.com,kristle@dontechi.com,1,MG Special,63,2017-07-02,2018-06-07,340,6,26
4308,Zencorporation,E1OBRLYZ,Boris Faz,boris@piedpiper.com,rosalyn@zencorporation.com,1,GTX Basic,529,2017-07-02,2018-03-29,270,4,23
4309,Isdom,81DXTTI5,Lajuana Vencill,lajuana@piedpiper.com,corrinne@isdom.com,1,GTX Plus Pro,5536,2017-07-02,2019-05-28,695,5,0
4310,Hottechi,H2HNTSIP,Jonathan Berthelot,jonathan@piedpiper.com,juliette@hottechi.com,1,MG Advanced,3101,2017-07-02,2018-09-13,438,1,18
4311,Acme Corporation,M1VNX1D7,Cassey Cress,cassey@piedpiper.com,cuc@acmecorporation.com,1,GTXPro,5318,2017-07-02,2019-01-03,550,3,10
4312,Mathtouch,T0SO96YG,Reed Clapper,reed@piedpiper.com,loise@mathtouch.com,0,GTX Basic,5169,2017-07-02,2019-07-20,748,4,19
4314,Umbrella Corporation,NLWICKPS,Cassey Cress,cassey@piedpiper.com,orpha@umbrellacorporation.com,0,GTX Plus Basic,4631,2017-07-02,2019-08-30,789,2,10
4315,Plussunin,JY5LPMSJ,Boris Faz,boris@piedpiper.com,terry@plussunin.com,0,GTX Plus Basic,500,2017-07-02,2018-12-15,531,2,23
4316,Newex,W5EGDYPK,Rosalina Dieter,rosalina@piedpiper.com,pedro@newex.com,1,MG Special,55,2017-07-02,2018-10-29,484,6,20
4317,Acme Corporation,T58F1T8V,Violet Mclelland,violet@piedpiper.com,cuc@acmecorporation.com,0,MG Special,50,2017-07-02,2018-05-01,303,6,13
4318,Green-Plus,3QSM7X3W,Zane Levy,zane@piedpiper.com,lavone@green-plus.com,1,GTXPro,4194,2017-07-02,2017-09-29,89,3,7
4319,Gekko & Co,UYPF6FZ3,Boris Faz,boris@piedpiper.com,krystle@gekko&co.com,1,GTX Plus Basic,1184,2017-07-02,2018-03-27,268,2,23
4320,Gogozoom,LWVZKYI0,Versie Hillebrand,versie@piedpiper.com,salina@gogozoom.com,1,MG Special,61,2017-07-02,2018-08-27,421,6,25
4322,dambase,8BY9YRL9,Jonathan Berthelot,jonathan@piedpiper.com,darwin@dambase.com,1,GTX Plus Pro,5991,2017-07-03,2017-09-03,62,5,18
4323,Zathunicon,WW3NDCO2,Rosie Papadopoulos,rosie@piedpiper.com,williemae@zathunicon.com,1,GTX Plus Pro,4668,2017-07-03,2017-12-22,172,5,17
4324,Mathtouch,O1TDG6YN,Cassey Cress,cassey@piedpiper.com,loise@mathtouch.com,0,GTX Plus Basic,560,2017-07-03,2018-03-24,264,2,10
4325,Iselectrics,DPT11UGS,Donn Cantrell,donn@piedpiper.com,mirta@iselectrics.com,1,GTX Plus Basic,995,2017-07-03,2018-02-15,227,2,2
4326,Rundofase,6LC0XB2D,Anna Snelling,anna@piedpiper.com,crista@rundofase.com,1,MG Special,61,2017-07-03,2019-12-27,907,6,8
4327,Condax,L5T284M7,Lajuana Vencill,lajuana@piedpiper.com,golda@condax.com,0,MG Advanced,493,2017-07-03,2019-12-08,888,1,0
4328,Konex,YZJLPVJG,Donn Cantrell,donn@piedpiper.com,delila@konex.com,1,GTX Plus Pro,4915,2017-07-03,2019-01-04,550,5,2
4329,Y-corporation,1PAPS9QO,Maureen Marcano,maureen@piedpiper.com,rosanne@y-corporation.com,0,MG Advanced,487,2017-07-03,2017-12-23,173,1,28
4330,Betatech,3S73ZUQH,Darcel Schlecht,darcel@piedpiper.com,genie@betatech.com,0,MG Advanced,500,2017-07-03,2019-03-20,625,1,12
4331,Genco Pura Olive Oil Company,AHUTOSMS,Darcel Schlecht,darcel@piedpiper.com,karole@gencopuraoliveoilcompany.com,1,GTXPro,4772,2017-07-03,2018-05-17,318,3,12
4334,The New York Inquirer,KU7COUGK,Wilburn Farren,wilburn@piedpiper.com,hai@thenewyorkinquirer.com,1,MG Advanced,2994,2017-07-03,2019-03-30,635,1,27
